timestamp,open,high,low,close
2017-07-17 09:00:00,9908.15,9908.15,9908.15,9908.15
2017-07-17 09:15:00,9908.15,9913.9,9899.5,9911.65
2017-07-17 09:30:00,9911.95,9915.15,9894.85,9897.7
2017-07-17 09:45:00,9899.05,9916.25,9898.45,9915.35
2017-07-17 10:00:00,9915.1,9916.7,9907.15,9915.3
2017-07-17 10:15:00,9915.45,9920.3,9911.8,9916.05
2017-07-17 10:30:00,9915.95,9920.05,9914.0,9917.75
2017-07-17 10:45:00,9917.4,9920.1,9914.4,9918.8
2017-07-17 11:00:00,9918.7,9920.15,9913.85,9915.25
2017-07-17 11:15:00,9915.4,9916.55,9908.95,9909.65
2017-07-17 11:30:00,9909.95,9911.25,9902.75,9910.15
2017-07-17 11:45:00,9910.05,9914.3,9909.0,9914.3
2017-07-17 12:00:00,9914.05,9914.55,9903.75,9904.7
2017-07-17 12:15:00,9904.75,9908.45,9902.6,9907.75
2017-07-17 12:30:00,9907.7,9910.75,9904.85,9907.75
2017-07-17 12:45:00,9907.9,9911.05,9905.9,9908.0
2017-07-17 13:00:00,9908.35,9911.1,9905.95,9907.05
2017-07-17 13:15:00,9907.25,9909.05,9904.3,9907.9
2017-07-17 13:30:00,9908.05,9914.65,9908.05,9911.2
2017-07-17 13:45:00,9911.3,9915.05,9908.85,9910.5
2017-07-17 14:00:00,9910.75,9917.3,9909.4,9917.3
2017-07-17 14:15:00,9917.4,9922.85,9916.7,9920.5
2017-07-17 14:30:00,9920.3,9924.05,9916.0,9921.0
2017-07-17 14:45:00,9921.1,9928.2,9919.65,9922.05
2017-07-17 15:00:00,9922.1,9927.7,9919.25,9919.9
2017-07-17 15:15:00,9919.05,9921.3,9910.4,9913.65
2017-07-18 09:00:00,9832.7,9832.7,9832.7,9832.7
2017-07-18 09:15:00,9863.5,9871.55,9853.25,9871.55
2017-07-18 09:30:00,9870.3,9877.65,9866.4,9871.7
2017-07-18 09:45:00,9872.35,9884.45,9872.35,9876.4
2017-07-18 10:00:00,9877.25,9877.25,9873.35,9873.35
2017-07-18 10:15:00,9872.75,9875.7,9871.45,9873.4
2017-07-18 10:30:00,9873.8,9875.0,9872.05,9872.65
2017-07-18 10:45:00,9872.7,9872.7,9857.55,9857.55
2017-07-18 11:00:00,9857.65,9858.55,9842.45,9853.1
2017-07-18 11:15:00,9853.35,9859.2,9850.9,9859.2
2017-07-18 11:30:00,9862.15,9862.85,9858.8,9862.25
2017-07-18 11:45:00,9862.6,9862.6,9858.7,9859.05
2017-07-18 12:00:00,9859.45,9860.25,9853.8,9856.25
2017-07-18 12:15:00,9856.35,9858.85,9853.8,9853.8
