timestamp,close_PFC,close_RECLTD,returns_PFC,returns_RECLTD,spread,z_score,elo_A,elo_B,elo_diff,elo_momentum,elo_smooth,elo_diff_normalize
2023-02-13 05:30:00+05:30,113.08,114.05,-0.03099673543495829,-0.025536986067359102,0.4585052515984307,0.3283362512391127,1497.065033341804,1502.934966658196,-5.86993331639178,-20.862506601453333,-20.243776407355195,-0.14138542253613492
2023-02-14 05:30:00+05:30,114.88,113.55,0.015792572474524036,-0.004393680178830017,0.478258274154606,0.9752811924935384,1507.2339675303674,1492.7660324696326,14.467935060734817,20.337868377126597,-13.91998652518671,0.2497136379716685
2023-02-15 05:30:00+05:30,118.68,115.85,0.03254269012270772,0.020052982326817848,0.49272526639737624,1.4479846192834187,1516.817787418238,1483.182212581762,33.635574836475826,19.16763977574101,-5.2594363741838945,0.618309095933986
2023-02-16 05:30:00+05:30,120.2,116.45,0.012726226678485553,0.005165745451964909,0.5007951056820774,1.6574682427025846,1525.8526909490874,1474.1473090509126,51.70538189817489,18.069807061699066,5.111602911148841,0.9657931308555573
2023-02-17 05:30:00+05:30,118.8,115.6,-0.011715615172562366,-0.0073260400920727164,0.49568316098617604,1.4675079796986,1514.375380558803,1485.624619441197,28.75076111760609,-22.954620780568803,9.414315886443132,0.5243736833932005
2023-02-20 05:30:00+05:30,117.8,113.55,-0.008453135711058657,-0.01789268768671004,0.5033584400721782,1.6679235495505937,1523.549750852648,1476.450249147352,47.09950170529601,18.348740587689917,16.27227641332319,0.8772216354144536
2023-02-21 05:30:00+05:30,119.68,113.95,0.015833243008681386,0.003516487140125868,0.5160219321626336,1.9562620232723316,1532.202361960739,1467.797638039261,64.40472392147785,17.305222216181846,25.030012928200335,1.2100026341468146
2023-02-22 05:30:00+05:30,117.08,112.05,-0.021964052402482004,-0.016814555444756962,0.5092144694011056,1.6620898764073115,1520.369590037105,1479.630409962895,40.7391800742098,-23.665543847268054,27.887929228433233,0.7549120713874334
2023-02-23 05:30:00+05:30,118.04,112.8,0.008166088251053694,0.006671138817022637,0.5113672132125959,1.6139554484969378,1529.202366725211,1470.797633274789,58.4047334504221,17.6655533762123,33.43914729244324,1.0946222711327231
2023-02-24 05:30:00+05:30,115.76,113.0,-0.019504467751510823,0.0017714796483820905,0.49026593904083615,0.982489601212685,1517.5370007512827,1482.4629992487173,35.07400150256535,-23.330731947856748,33.73651220758809,0.6459701716812206
