timestamp,open,high,low,close
2023-01-02 05:30:00,113.96,120.44,112.92,119.76
2023-01-03 05:30:00,120.72,126.24,119.72,124.8
2023-01-04 05:30:00,125.6,125.68,121.36,123.6
2023-01-05 05:30:00,123.6,126.4,122.08,125.52
2023-01-06 05:30:00,126.12,128.64,123.36,125.72
2023-01-09 05:30:00,127.28,129.44,126.28,127.44
2023-01-10 05:30:00,128.0,128.0,122.92,124.08
2023-01-11 05:30:00,123.68,124.2,120.16,121.44
2023-01-12 05:30:00,121.88,122.36,117.88,119.4
2023-01-13 05:30:00,119.4,123.0,118.0,122.2
2023-01-16 05:30:00,122.6,123.96,119.88,120.4
2023-01-17 05:30:00,120.8,121.92,118.8,119.96
2023-01-18 05:30:00,120.24,121.6,119.84,121.36
2023-01-19 05:30:00,121.2,122.2,120.28,121.64
2023-01-20 05:30:00,122.0,122.16,120.0,120.32
2023-01-23 05:30:00,120.68,121.6,120.4,120.8
2023-01-24 05:30:00,121.12,121.44,119.08,119.48
2023-01-25 05:30:00,119.48,119.52,113.92,114.76
2023-01-27 05:30:00,114.92,115.2,106.44,108.88
2023-01-30 05:30:00,109.16,111.84,107.28,108.6
2023-01-31 05:30:00,109.48,113.6,107.64,113.16
2023-02-01 05:30:00,113.6,115.4,107.76,109.08
2023-02-02 05:30:00,108.72,112.04,107.36,110.76
2023-02-03 05:30:00,111.2,113.48,108.52,113.2
2023-02-06 05:30:00,113.32,115.04,113.12,114.72
2023-02-07 05:30:00,114.6,116.68,113.72,114.64
2023-02-08 05:30:00,114.88,115.2,113.4,114.88
2023-02-09 05:30:00,114.88,116.68,112.8,116.28
2023-02-10 05:30:00,116.04,117.24,115.8,116.64
2023-02-13 05:30:00,116.4,117.16,111.64,113.08
2023-02-14 05:30:00,114.32,115.48,109.36,114.88
2023-02-15 05:30:00,114.84,119.4,114.36,118.68
2023-02-16 05:30:00,118.8,121.0,118.2,120.2
2023-02-17 05:30:00,119.68,120.48,118.12,118.8
2023-02-20 05:30:00,119.44,119.52,117.44,117.8
2023-02-21 05:30:00,118.0,121.52,117.6,119.68
2023-02-22 05:30:00,119.32,119.32,115.84,117.08
2023-02-23 05:30:00,117.08,118.88,116.04,118.04
2023-02-24 05:30:00,116.0,116.8,114.28,115.76
2023-02-27 05:30:00,115.2,116.0,111.92,114.72
2023-02-28 05:30:00,114.4,116.8,113.72,116.32
2023-03-01 05:30:00,116.52,120.04,115.52,119.56
2023-03-02 05:30:00,119.88,121.28,118.8,120.28
2023-03-03 05:30:00,120.92,124.4,120.56,124.12
2023-03-06 05:30:00,125.0,129.6,124.12,129.4
2023-03-08 05:30:00,129.0,135.68,128.76,134.72
2023-03-09 05:30:00,135.56,136.48,133.24,134.52
2023-03-10 05:30:00,133.6,134.8,131.64,133.64
2023-03-13 05:30:00,134.32,134.6,130.08,130.76
2023-03-14 05:30:00,130.44,131.6,128.48,128.84
2023-03-15 05:30:00,130.04,131.6,128.24,128.68
2023-03-16 05:30:00,128.08,128.32,124.08,126.52
2023-03-17 05:30:00,127.28,128.0,122.44,124.72
2023-03-20 05:30:00,123.28,124.08,119.68,120.68
2023-03-21 05:30:00,121.6,123.76,119.84,123.32
2023-03-22 05:30:00,123.6,125.08,122.8,123.28
2023-03-23 05:30:00,124.0,124.16,121.24,121.88
2023-03-24 05:30:00,120.8,121.68,117.84,118.52
2023-03-27 05:30:00,117.2,120.24,116.96,119.12
2023-03-28 05:30:00,119.2,120.0,116.32,117.36
2023-03-29 05:30:00,117.2,121.24,116.56,120.92
2023-03-31 05:30:00,121.24,122.84,120.52,121.4
2023-04-03 05:30:00,121.96,124.8,121.32,124.04
2023-04-05 05:30:00,124.8,125.96,122.24,125.36
2023-04-06 05:30:00,124.8,126.48,123.12,125.88
2023-04-10 05:30:00,126.4,133.48,125.4,133.12
2023-04-11 05:30:00,133.6,135.6,132.28,135.36
2023-04-11 05:30:00,133.6,135.6,132.28,135.36
2023-04-12 05:30:00,134.84,136.08,132.32,132.72
2023-04-13 05:30:00,132.0,132.24,127.52,129.28
2023-04-17 05:30:00,128.56,132.72,127.88,132.32
2023-04-18 05:30:00,133.12,134.56,128.44,129.4
2023-04-19 05:30:00,129.56,131.72,128.8,129.24
2023-04-20 05:30:00,129.24,130.4,127.76,128.0
2023-04-21 05:30:00,128.16,128.2,125.08,125.36
2023-04-24 05:30:00,125.6,129.12,124.64,128.64
2023-04-25 05:30:00,129.2,131.52,128.84,129.76
2023-04-26 05:30:00,129.76,132.6,129.2,132.28
2023-04-27 05:30:00,132.72,133.16,130.64,131.88
2023-04-28 05:30:00,131.96,136.24,131.88,135.92
2023-05-02 05:30:00,136.88,140.28,135.96,138.88
2023-05-03 05:30:00,139.16,140.2,136.04,136.36
2023-05-04 05:30:00,136.8,141.96,136.76,139.52
2023-05-05 05:30:00,139.52,141.04,134.68,135.08
2023-05-08 05:30:00,135.04,138.36,134.72,136.6
2023-05-09 05:30:00,137.12,137.96,132.96,133.2
2023-05-10 05:30:00,134.2,134.36,131.4,132.24
2023-05-11 05:30:00,132.8,134.88,130.92,131.68
2023-05-12 05:30:00,129.72,132.16,126.92,131.72
2023-05-15 05:30:00,132.2,137.6,131.44,136.92
2023-05-16 05:30:00,137.76,139.48,133.32,133.84
2023-05-17 05:30:00,134.4,135.04,130.4,131.48
2023-05-18 05:30:00,132.52,134.88,131.32,131.88
2023-05-19 05:30:00,132.0,133.24,130.64,132.52
2023-05-22 05:30:00,132.52,133.56,131.28,133.04
2023-05-23 05:30:00,133.36,134.16,132.24,132.6
2023-05-24 05:30:00,132.6,133.52,131.76,133.2
2023-05-25 05:30:00,133.16,136.8,132.84,136.48
2023-05-26 05:30:00,137.44,138.4,135.0,136.36
2023-05-29 05:30:00,139.04,141.76,137.72,139.44
2023-05-30 05:30:00,139.96,145.32,139.0,144.92
2023-05-31 05:30:00,144.72,146.76,143.64,145.92
2023-06-01 05:30:00,145.6,147.12,145.44,146.56
2023-06-02 05:30:00,147.2,152.8,146.68,152.36
2023-06-05 05:30:00,153.24,158.0,152.36,154.92
2023-06-06 05:30:00,155.52,157.76,153.32,155.6
2023-06-07 05:30:00,156.36,157.8,156.0,157.16
2023-06-08 05:30:00,156.96,159.32,155.88,157.48
2023-06-09 05:30:00,158.4,159.6,156.52,158.96
2023-06-12 05:30:00,159.56,162.4,159.04,161.72
2023-06-13 05:30:00,162.04,163.32,158.4,162.44
2023-06-14 05:30:00,163.52,163.52,159.8,160.84
2023-06-15 05:30:00,160.4,162.64,159.44,160.72
2023-06-16 05:30:00,157.48,158.72,155.4,157.68
2023-06-19 05:30:00,157.68,159.64,156.6,157.8
2023-06-20 05:30:00,158.2,163.6,157.2,163.16
2023-06-21 05:30:00,163.8,169.52,163.36,167.04
2023-06-22 05:30:00,167.16,167.52,160.8,162.6
2023-06-23 05:30:00,162.36,163.2,159.08,160.12
2023-06-26 05:30:00,160.2,162.92,158.48,159.88
2023-06-27 05:30:00,160.96,167.16,160.72,166.28
2023-06-28 05:30:00,167.0,175.44,166.4,174.24
